,Reg no.,Name,Incorp-orated,Dissolved,Type
26,2988179,"1 Faith Studio Company Limited
匠木設計有限公司",2020-10-27,,"Private, ltd by shares"
27,3002351,1 GLOBAL LIMITED,2020-12-16,,
28,2990306,1 PERCENT BETTER COMPANY LIMITED,2020-11-03,,"Private, ltd by shares"
29,2977258,"1 Plus 1 Finance Limited
壹加壹財務有限公司",2020-09-14,,"Private, ltd by shares"
30,2953434,"1 Plus 1 Property Limited
1家1地產有限公司",2020-06-19,,"Private, ltd by shares"
31,2925221,"1 Plus 16 Investment Company Limited
1加16投資有限公司",2020-03-19,,"Private, ltd by shares"
32,2930913,"1 Plus 17 Investment Company Limited
1加17投資有限公司",2020-04-09,,"Private, ltd by shares"
33,2919492,"1 Plus 18 Investment Company Limited
1加18投資有限公司",2020-02-27,,"Private, ltd by shares"
34,2919502,"1 Plus 19 Investment Company Limited
1加19投資有限公司",2020-02-27,,"Private, ltd by shares"
35,2957506,1 TRADING LIMITED,2020-07-06,,"Private, ltd by shares"
36,2958042,10 CLUB LIMITED,2020-07-07,,"Private, ltd by shares"
37,2969989,10 GROUP LIMITED (HK),2020-08-20,,"Private, ltd by shares"
38,2984418,10 International Asia Limited,2020-10-12,,"Private, ltd by shares"
39,2934747,"10 MILLION CREDIT LIMITED
千萬信貸有限公司",2020-04-22,,"Private, ltd by shares"
40,2916728,"10 Percent Shop Limited
一折店有限公司",2020-02-17,,"Private, ltd by shares"
41,2983140,"10 Points Company Limited
十點有限公司",2020-10-07,,"Private, ltd by shares"
42,2945680,10 Twenty Technology Limited,2020-05-27,,"Private, ltd by shares"
43,2963432,"100 Box Limited
百年好盒有限公司",2020-07-28,,"Private, ltd by shares"
44,2995197,"100 CREATIVE DESIGN LIMITED
100創意設計有限公司",2020-11-19,,"Private, ltd by shares"
45,3000901,100 Forward Limited,2020-12-09,,
46,2974411,"100 GROUP (GLOBAL) INDUSTRY HOLDINGS LIMITED
100集團(全球)實業控股有限公司",2020-09-03,,"Private, ltd by shares"
47,2916257,"100 HOLDINGS LIMITED (HK)
一百集團有限公司",2020-02-14,,"Private, ltd by shares"
48,2954949,"100 Internet Security Limited
百家網絡安全有限公司",2020-06-26,,"Private, ltd by shares"
49,2931209,"100 OUTLET LIMITED
百貨一代有限公司",2020-04-14,,"Private, ltd by shares"
50,2948881,"100 Storage Holdings Limited
百寶庫集團有限公司",2020-06-05,,"Private, ltd by shares"
51,2920657,"1000 ESTATE PROPERTY LIMITED
千庭物業有限公司",2020-03-04,,"Private, ltd by shares"
52,2910344,"10000 Power Technology Co., Limited
香港萬元動力科技有限公司",2020-01-09,,"Private, ltd by shares"
53,2911650,"1000ships Trading Development Co., Limited
香港千舸貿易有限公司",2020-01-14,,"Private, ltd by shares"
54,2939027,"100nm Healthcare Technology Limited
應用奈米醫療科技有限公司",2020-05-06,,"Private, ltd by shares"
55,2925845,"101 Design Furniture Hub Limited
壹零壹設計傢俬專門店有限公司",2020-03-23,,"Private, ltd by shares"
56,2957806,1011 DRINK SHOP 001 LIMITED,2020-07-06,,"Private, ltd by shares"
57,2946433,"108 CONSTRUCTION MATERIALS CO., LIMITED
壹零捌材料有限公司",2020-05-29,,"Private, ltd by shares"
58,2955728,109 West Link Limited,2020-06-29,,"Private, ltd by shares"
59,2961200,109B Limited,2020-07-16,,"Private, ltd by shares"
60,2949426,10A Limited,2020-06-08,,"Private, ltd by shares"
61,2970237,10botics Limited,2020-08-21,,"Private, ltd by shares"
62,2941977,"10x Studio Limited
拾級創科有限公司",2020-05-15,,"Private, ltd by shares"
63,2934600,"11 KEBAB LIMITED
十一飲食有限公司",2020-04-22,,"Private, ltd by shares"
64,2992701,111.1 Studio Limited,2020-11-10,,"Private, ltd by shares"
65,2943974,"1201 LIMITED (HK)
1201有限公司",2020-05-21,,"Private, ltd by shares"
66,2919174,120BPM Consulting Limited,2020-02-27,,"Private, ltd by shares"
67,2926696,"123 China Education Holdings Limited
123中國教育控股有限公司",2020-03-25,,"Private, ltd by shares"
68,2983570,"123 Credit Limited
123 信用貸款有限公司",2020-10-08,,"Private, ltd by shares"
69,2966475,"123 FROZEN FOOD LIMITED
123凍肉有限公司",2020-08-10,,"Private, ltd by shares"
70,2975249,"123 Management Limited
123管理有限公司",2020-09-07,,"Private, ltd by shares"
71,2943728,"123 TECHNOLOGY LIMITED (HK)
123 科技有限公司",2020-05-20,,"Private, ltd by shares"
72,2984769,"1233 Hong Kong Co., Limited
一二三三(香港)有限公司",2020-10-14,,"Private, ltd by shares"
73,2997289,"123deal Limited
123成交易有限公司",2020-11-26,,
74,3000018,128 CONNECT LIMITED,2020-12-04,,
75,2960042,12A LIMITED,2020-07-13,,"Private, ltd by shares"
76,2975397,"12F Studio Company Limited
12樓工作室有限公司",2020-09-07,,"Private, ltd by shares"
77,2931518,"13 Stages Limited
十三臺有限公司",2020-04-14,,"Private, ltd by shares"
78,3005844,1314 Family Limited,2020-12-29,,
79,2921058,"1314 Group Limited
1314 集團有限公司",2020-03-05,,"Private, ltd by shares"
80,2944600,1319 Limited,2020-05-22,,"Private, ltd by shares"
81,2921985,"1328 Inspirations Company Limited
1328新靈感有限公司",2020-03-09,,"Private, ltd by shares"
82,2912856,138 Engineering Limited (The),2020-01-16,,"Private, ltd by shares"
83,2976266,"139 LIMITED
139有限公司",2020-09-09,,"Private, ltd by shares"
84,2978756,"13Veg Club Limited
一心素俱樂部有限公司",2020-09-18,,"Private, ltd by shares"
85,2954123,"14 CREATIVE MEDIA LIMITED
拾肆創意媒體有限公司",2020-06-23,,"Private, ltd by shares"
86,2960466,1441 Limited,2020-07-14,,"Private, ltd by shares"
87,2966265,"150 Trading Company Limited
150 貿易有限公司",2020-08-07,,"Private, ltd by shares"
88,2940189,153GlobalAsset Limited,2020-05-08,,"Private, ltd by shares"
89,2920146,"16 FEATHERS LIMITED
羽翼拾陸有限公司",2020-03-02,,"Private, ltd by shares"
90,2989722,1628Mall Co Limited,2020-11-02,,"Private, ltd by shares"
91,3000019,168 BUSINESS LIMITED,2020-12-04,,
92,2971406,"168 Imperial City Finance Limited
168皇城財務有限公司",2020-08-26,,"Private, ltd by shares"
93,2995737,"168 LIMITED
168有限公司",2020-11-20,,"Private, ltd by shares"
94,2972959,"168 Lucky Trading Co. Limited
168好運貿易有限公司",2020-08-31,,"Private, ltd by shares"
95,2978685,"168 Property Limited
一路發地產有限公司",2020-09-18,,"Private, ltd by shares"
96,2925795,"168 Technology Limited (HK)
壹陸捌科技有限公司",2020-03-23,,"Private, ltd by shares"
97,2991826,1688 Dropshipping Limited,2020-11-06,,"Private, ltd by shares"
98,2955785,"17 Domain 1, Limited
一起域名第一有限公司",2020-06-30,,"Private, ltd by shares"
99,2955983,"17 Domain 2, Limited
一起域名第二有限公司",2020-06-30,,"Private, ltd by shares"
100,2955921,"17 Domain 3, Limited
一起域名第三有限公司",2020-06-30,,"Private, ltd by shares"
101,2955918,"17 Domain 4, Limited
一起域名第四有限公司",2020-06-30,,"Private, ltd by shares"
102,2926199,"17 Domain Limited
一起域名有限公司",2020-03-24,,"Private, ltd by shares"
103,2955481,1755.CC LIMITED,2020-06-29,,"Private, ltd by shares"
104,2997319,"178 Cedar Group Limited
活水江河集團有限公司",2020-11-26,,
105,2948036,"178 Corporate Investment Consultant Limited
178企業投資顧問有限公司",2020-06-03,,"Private, ltd by shares"
106,2977996,178 Degrees Limited,2020-09-16,,"Private, ltd by shares"
107,2951032,"1798 Group Co., Limited
一七九八集團有限公司",2020-06-11,,"Private, ltd by shares"
108,2938231,18 ASIA LIMITED,2020-05-05,,"Private, ltd by shares"
109,2961292,18 Boom Limited,2020-07-16,,"Private, ltd by shares"
110,2949743,"18 CATERING MANAGEMENT LIMITED
18餐飲管理有限公司",2020-06-09,,"Private, ltd by shares"
111,2924166,18 East Limited,2020-03-17,,"Private, ltd by shares"
112,2916750,"18 Liberty Car Beauty Company Limited
十八汽車美容有限公司",2020-02-17,,"Private, ltd by shares"
113,3000908,"18 Salisbury Capital Limited
18賽利資本有限公司",2020-12-09,,Ltd by shares
114,2997138,"18 Salisbury Holdings Limited
18賽利控股有限公司",2020-11-25,,
115,2964674,180 LIMITED,2020-08-03,,"Private, ltd by shares"
116,2928525,1800 LIMITED (b2020-04-01),2020-04-01,,"Private, ltd by shares"
117,2921660,19 LIMITED,2020-03-06,,"Private, ltd by shares"
118,2960500,1912 Limited (The),2020-07-14,,"Private, ltd by shares"
119,2916380,"1915 PANAMA WORLD EXPO GOLD AWARD ALLIANCE LIMITED
1915巴拿馬萬國博覽會金獎聯盟有限公司",2020-02-14,,"Private, ltd by shares"
120,2965774,1966 Trading Limited,2020-08-06,,"Private, ltd by shares"
121,2912527,1977 Holdings Limited,2020-01-16,,"Private, ltd by shares"
122,2925482,"1981 Creative Era Limited
1981 創意時代有限公司",2020-03-20,,"Private, ltd by shares"
123,2923341,"1985 LIMITED (HK)
1985 有限公司",2020-03-13,,"Private, ltd by shares"
124,2958364,1990 FROZEN FOOD LIMITED,2020-07-07,,"Private, ltd by shares"
125,2947165,19970 Limited,2020-06-01,,"Private, ltd by shares"
126,2916183,1998 LIMITED,2020-02-13,,"Private, ltd by shares"
127,2920808,"19PLAY HK LIMITED
一九玩網絡科技（香港）股份有限公司",2020-03-04,,"Private, ltd by shares"
128,2946980,"1A Corp Limited
1哥商服有限公司",2020-06-01,,"Private, ltd by shares"
129,2942204,"1A RECYCLE COMPANY LIMITED
領先環保回收處理有限公司",2020-05-15,,"Private, ltd by shares"
130,2913142,"1AK LIMITED
旺艾集團有限公司",2020-01-17,,"Private, ltd by shares"
131,2944477,1AK YONGDIAN GROUP LIMITED,2020-05-22,,"Private, ltd by shares"
132,2923871,"1C Embroidery Limited
一思刺繡有限公司",2020-03-16,,"Private, ltd by shares"
133,2984085,"1CM2 FURNITURE LIMITED
宅人家居有限公司",2020-10-10,,"Private, ltd by shares"
134,2912500,1COM Limited,2020-01-15,,"Private, ltd by shares"
135,2972620,"1Concept Limited
第一概念有限公司",2020-08-31,,"Private, ltd by shares"
136,2975821,1more Storm Limited,2020-09-08,,"Private, ltd by shares"
137,2919561,1Pay Limited,2020-02-27,,"Private, ltd by shares"
138,2924857,1PLUS1 STUDIO LIMITED,2020-03-18,,"Private, ltd by shares"
139,2962008,"1PM GROUP LIMITED
一點集團有限公司",2020-07-20,,"Private, ltd by shares"
140,2932270,"1st Care Surgical Masks & Products Limited
第一護寶醫療產品有限公司",2020-04-15,,"Private, ltd by shares"
141,2941314,"1ST GENETECH (HANGZHOU) CO., LIMITED
泛思泰基因科技(杭州)有限公司",2020-05-13,,"Private, ltd by shares"
142,2918623,"1UG CHEM CO., LIMITED
壹微克化學有限公司",2020-02-25,,"Private, ltd by shares"
143,2961448,"2 Brothers Engineering Company Limited
睦睦工程有限公司",2020-07-17,,"Private, ltd by shares"
144,2918311,"2 Degree Studio Limited
異度空間工作室有限公司",2020-02-25,,"Private, ltd by shares"
145,2991934,"2 FORTUNE CREDIT LIMITED
易豐信貸有限公司",2020-11-06,,"Private, ltd by shares"
146,2952175,"2 FRIENDS ENTERPRISE LIMITED
二友行有限公司",2020-06-16,,"Private, ltd by shares"
147,2956127,"2 in 1 Environmental Services Limited
快潔環衛服務有限公司",2020-06-30,,"Private, ltd by shares"
148,2991155,"2 INS CHILDREN DEVELOPMENT CENTRE COMPANY LIMITED
啟創兒童潛能發展中心有限公司",2020-11-05,,"Private, ltd by shares"
149,3000679,2 POINT ZERO LIMITED,2020-12-08,,
150,2952288,2 Square Asia Limited,2020-06-17,,"Private, ltd by shares"
151,2978162,2 SQUARE COMPANY LIMITED,2020-09-16,,"Private, ltd by shares"
152,2933234,"2 Take Limited
2取有限公司",2020-04-17,,"Private, ltd by shares"
153,2911481,"2-FORM COMPANY LIMITED
兩儀批發有限公司",2020-01-13,,"Private, ltd by shares"
154,2949416,"2.Go Linkage Limited
二點購網絡策劃推廣有限公司",2020-06-08,,"Private, ltd by shares"
155,2986896,"2.Go Smart Home Limited
二點購智能家居有限公司",2020-10-21,,"Private, ltd by shares"
156,2970440,20 & 20 LIMITED,2020-08-24,,"Private, ltd by shares"
157,2994807,"20 DUST CO., LIMITED
貳零貿易有限公司",2020-11-18,,"Private, ltd by shares"
158,3001953,20 Investment Limited,2020-12-14,,
159,2975101,20 Two North Limited,2020-09-07,,"Private, ltd by shares"
160,2924310,20 Volts Limited,2020-03-17,,"Private, ltd by shares"
161,2986653,2011 Web Shop Limited,2020-10-21,,"Private, ltd by shares"
162,2916736,201Cr Logistics Company Limited,2020-02-17,,"Private, ltd by shares"
163,2927234,2020 ASSOCIATES LIMITED,2020-03-26,,"Private, ltd by shares"
164,2916055,2020 Engineering Limited,2020-02-12,,"Private, ltd by shares"
165,2956504,"2020 Group Limited (HK)
2020集團有限公司",2020-07-02,,"Private, ltd by shares"
166,2966222,2020 Harmony Holdings Limited,2020-08-07,,"Private, ltd by shares"
167,2946875,2020 NEW CONCEPT LIMITED,2020-05-29,,"Private, ltd by shares"
168,2953236,2020.com.hk Limited,2020-06-19,,"Private, ltd by shares"
169,2922265,2020HKCS LIMITED,2020-03-10,,"Private, ltd by shares"
170,2932087,"205MIND COMPANY LIMITED
205念有限公司",2020-04-15,,"Private, ltd by shares"
171,2915458,208 LIMITED,2020-02-04,,"Private, ltd by shares"
172,2987721,2084 Investment Limited,2020-10-23,,"Private, ltd by shares"
173,3001459,"20Buy Limited
易拾有限公司",2020-12-11,,
174,2980437,20Twenty HongKong Limited,2020-09-25,,"Private, ltd by shares"
175,2995705,"21 CITYBOYS LIMITED
城市男孩有限公司",2020-11-20,,"Private, ltd by shares"
176,2959779,"21 OUNCE COMPANY LIMITED
安氏食品有限公司",2020-07-10,,"Private, ltd by shares"
177,2970753,"2100 LIMITED
2100 有限公司",2020-08-24,,"Private, ltd by shares"
178,2918247,"2106 LIMITED
貳壹零陸有限公司",2020-02-25,,"Private, ltd by shares"
179,2965401,"212 Food Supply Company Limited
易壹易食品供應有限公司",2020-08-05,,"Private, ltd by shares"
180,2953316,"218 Hotpot Restaurant Limited
218火鍋餐館有限公司",2020-06-19,,"Private, ltd by shares"
181,2982068,218 LIMITED,2020-10-01,,"Private, ltd by shares"
182,2913853,"21st Century Department Store (Hong Kong) Group Co., Limited
二十一世紀百貨(香港)集團有限公司",2020-01-21,,"Private, ltd by shares"
183,2926596,"21team5 Company Limited
創燊有限公司",2020-03-25,,"Private, ltd by shares"
184,2946950,22 LIMITED,2020-06-01,,"Private, ltd by shares"
185,2960122,22 Media Group Limited,2020-07-13,,"Private, ltd by shares"
186,3001648,"222 TECH LIMITED
222 科技有限公司",2020-12-11,,
187,2908455,"226 Studio Limited
226工作室有限公司",2020-01-03,,"Private, ltd by shares"
188,2947729,22North HK Limited,2020-06-02,,"Private, ltd by shares"
189,2915294,2301 GLOBAL COMMERCE LIMITED,2020-01-29,,"Private, ltd by shares"
190,3003845,"23Well&Health Medical Management Consulting Co., Limited
華譽國際醫療咨詢有限公司",2020-12-22,,
191,2985684,24 Clean Energy (HK) Limited,2020-10-16,,"Private, ltd by shares"
192,2991523,24 FIT LIMITED,2020-11-06,,"Private, ltd by shares"
193,2981224,24 Print Limited,2020-09-29,,"Private, ltd by shares"
194,2920300,247billing Limited,2020-03-03,,"Private, ltd by shares"
195,2932382,248 LIMITED,2020-04-16,,"Private, ltd by shares"
196,2997484,"24Computer Limited
琦願有限公司",2020-11-26,,
197,3002243,"24W Limited
全天設備服務有限公司",2020-12-15,,
198,2988524,"26 Engineering Co. Limited
26工程有限公司",2020-10-28,,"Private, ltd by shares"
199,2989869,"26eight Limited
二六八數據有限公司",2020-11-02,,"Private, ltd by shares"
200,2955769,28 Advisory Limited (HK),2020-06-30,,"Private, ltd by shares"
201,2973659,28 Agency Company Limited,2020-09-02,,"Private, ltd by shares"
202,2958322,"28 Capital Co., Limited
二十八資本有限公司",2020-07-07,,"Private, ltd by shares"
203,2916944,"28 DM LIMITED
28 科技有限公司",2020-02-19,,"Private, ltd by shares"
204,3002353,28 EASY LIMITED,2020-12-16,,
205,2961449,"28 GROUP (HOLDINGS) LIMITED
28集團(控股)有限公司",2020-07-17,,"Private, ltd by shares"
206,2918018,"28 Property Limited
28置業有限公司",2020-02-24,,"Private, ltd by shares"
207,2983011,"28 ST FOOD LIMITED
28街食品有限公司",2020-10-07,,"Private, ltd by shares"
208,2987305,281 Shop Limited,2020-10-22,,"Private, ltd by shares"
209,2928526,2848 LIMITED,2020-04-01,,"Private, ltd by shares"
210,3001231,"288Dragonfly Limited
288蜻蜓有限公司",2020-12-10,,
211,2986630,28GOODS LIMITED,2020-10-21,,"Private, ltd by shares"
212,2916872,28print.com Limited,2020-02-18,,"Private, ltd by shares"
213,2915989,"291 PROJECT AND MANAGEMENT LIMITED
291咨詢策劃有限公司",2020-02-11,,"Private, ltd by shares"
214,2942915,29th Limited,2020-05-19,,"Private, ltd by shares"
215,2954346,2A LIMITED (HK),2020-06-23,,"Private, ltd by shares"
216,2931182,2B Consultants Limited,2020-04-14,,"Private, ltd by shares"
217,2995221,2Bear Limited,2020-11-19,,"Private, ltd by shares"
218,2923163,"2BeGuru Company Limited
軲轆軲轆有限公司",2020-03-12,,"Private, ltd by shares"
219,2933526,"2BOXES LIMITED
兩盒有限公司",2020-04-20,,"Private, ltd by shares"
220,2969714,"2buy Holdings Company Limited
易買網有限公司",2020-08-20,,"Private, ltd by shares"
221,2947898,2CON ASIA LIMITED,2020-06-03,,"Private, ltd by shares"
222,2999081,"2Deep International Limited
泰森國際貿易有限公司",2020-12-02,,
223,2943816,2Digi Limited,2020-05-21,,"Private, ltd by shares"
224,2971911,2E Group Limited,2020-08-27,,"Private, ltd by shares"
225,2971524,2Fit Limited,2020-08-26,,"Private, ltd by shares"
226,2933368,2L Company Limited,2020-04-20,,"Private, ltd by shares"
227,2950083,"2La_am Company Limited
二山風有限公司",2020-06-09,,"Private, ltd by shares"
228,2934226,"2Motion (Hong Kong) Limited
貳動(香港)有限公司",2020-04-21,,"Private, ltd by shares"
229,2942208,"2N Cosmetics Co., Limited
聖茗行化妝品有限公司",2020-05-15,,"Private, ltd by shares"
230,2959570,2One Trade Limited,2020-07-10,,"Private, ltd by shares"
231,2933811,"2Q Network Limited
井然網絡有限公司",2020-04-20,,"Private, ltd by shares"
232,2951688,"2R HOLDINGS LIMITED
輝文控股有限公司",2020-06-15,,"Private, ltd by shares"
233,3000882,2S 3XLH Company Limited,2020-12-09,,
234,2933278,2S Partners Limited,2020-04-17,,"Private, ltd by shares"
235,2961211,"2Shine Education Limited
大照教育有限公司",2020-07-16,,"Private, ltd by shares"
236,2977292,2T Beverages Company Limited,2020-09-14,,"Private, ltd by shares"
237,2973582,2T1L (Old) Limited,2020-09-02,,"Private, ltd by shares"
238,2930445,2XJU Limited,2020-04-08,,"Private, ltd by shares"
239,2976308,2ZWEI SUPPLY CHAIN MANAGEMENT LIMITED,2020-09-10,,"Private, ltd by shares"
240,2985191,3 Aces Holdings Limited,2020-10-15,,"Private, ltd by shares"
241,2935834,3 AT DESIGN LIMITED,2020-04-24,,"Private, ltd by shares"
242,2943087,"3 AUTO GALLERY LIMITED
叁‧車有限公司",2020-05-19,,"Private, ltd by shares"
243,3002834,"3 CHOICE TRADING LIMITED
曜名貿易有限公司",2020-12-17,,
244,2938388,"3 Core Service Limited
品蕊有限公司",2020-05-05,,"Private, ltd by shares"
245,2967191,3 E Group Limited,2020-08-11,,"Private, ltd by shares"
246,2967071,"3 Fitness Company Limited
3 健身有限公司",2020-08-11,,"Private, ltd by shares"
247,2952091,"3 IDEA GROUP LIMITED
三點綜合有限公司",2020-06-16,,"Private, ltd by shares"
248,2956606,3 IN 1 COMPANY LIMITED,2020-07-02,,"Private, ltd by shares"
249,3006782,3 Italiani Asia Limited,2020-12-31,,
250,2973837,3 J International (HK) Limited,2020-09-02,,"Private, ltd by shares"
251,2998690,"3 LUN TRANSPORT LIMITED
倫侖輪運輸有限公司",2020-12-01,,
252,2953990,3 Macx Company Limited,2020-06-22,,"Private, ltd by shares"
253,2955939,"3 Phase Engineering Limited
三和盈實有限公司",2020-06-30,,"Private, ltd by shares"
254,2999517,"3 Rings Asia Limited
詩瑞倫亞洲有限公司",2020-12-03,,
255,2925929,"3 RUNWAY WORKSHOP MANAGEMENT LIMITED
三跑道車房管理有限公司",2020-03-23,,"Private, ltd by shares"
256,2982893,"3 Shopper Limited
自在網有限公司",2020-10-06,,"Private, ltd by shares"
257,3004748,"3 Significant Limited
三膳有限公司",2020-12-24,,
258,2987366,"3 Sing (HK) Credit Limited
三昇香港信貸有限公司",2020-10-23,,"Private, ltd by shares"
259,3001664,"3 Sisters Limited
三姊妹有限公司",2020-12-11,,
260,2988949,"3 Siuso Shopping Limited
三小嫂有限公司",2020-10-29,,"Private, ltd by shares"
261,2949209,"3 Srs Company Limited
仨仁一人有限公司",2020-06-05,,"Private, ltd by shares"
262,2921674,"3 TREES GROUP INTERNATIONAL CO., LIMITED
三棵樹集團國際有限公司",2020-03-06,,"Private, ltd by shares"
263,2938621,3 Wise Capital Limited,2020-05-05,,"Private, ltd by shares"
264,2941464,3.0 Cafe Limited,2020-05-13,,"Private, ltd by shares"
265,2978266,3.Shopaholic Asia Limited,2020-09-17,,"Private, ltd by shares"
266,2990283,300 LIMITED (HK),2020-11-03,,"Private, ltd by shares"
267,2956631,31 Dimension Business Limited,2020-07-02,,"Private, ltd by shares"
268,2987814,"31 EDUTECH LIMITED
卅一教育媒體有限公司",2020-10-27,,"Private, ltd by shares"
269,2995104,"31 Party Planning Limited
三十一派對統籌有限公司",2020-11-18,,"Private, ltd by shares"
270,2972439,"313fm Solutions Company Limited
313智能系統有限公司",2020-08-28,,"Private, ltd by shares"
271,2987718,"319 TECHNOLOGY CO. , LIMITED
319科技有限公司",2020-10-23,,"Private, ltd by shares"
272,2949648,321 LIMITED,2020-06-08,,"Private, ltd by shares"
273,2966220,"326 BUSINESSMAN LIMITED
生意佬有限公司",2020-08-07,,"Private, ltd by shares"
274,2982774,"32LEARN EDUCATION LIMITED
易學社有限公司",2020-10-06,,"Private, ltd by shares"
275,2948950,32nd Food & Beverage Limited,2020-06-05,,"Private, ltd by shares"
276,2953832,"33 Financial Technology Limited
三三金融科技有限公司",2020-06-22,,"Private, ltd by shares"
277,2913672,"338 Investment Limited
338 投資有限公司",2020-01-20,,"Private, ltd by shares"
278,2928523,348 LIMITED,2020-04-01,,"Private, ltd by shares"
279,2953861,"348 Trading Limited
348貿易有限公司",2020-06-22,,"Private, ltd by shares"
280,2942701,358 LIMITED,2020-05-18,,"Private, ltd by shares"
281,2917694,"36.0 VISION LIMITED
36．0達觀視象科技有限公司",2020-02-24,,"Private, ltd by shares"
282,2954201,"360 Degree Clothing (Holdings) Limited
360度服飾控股有限公司",2020-06-23,,"Private, ltd by shares"
283,2984706,"360 Degree Limited (HK)
三六零有限公司",2020-10-14,,"Private, ltd by shares"
284,2946844,360 DIGITAL AGENCY LIMITED,2020-05-29,,"Private, ltd by shares"
285,2955617,"360 Interior Limited
360室內設計有限公司",2020-06-29,,"Private, ltd by shares"
286,2993044,"360 Smart Limited (HK)
香港奇虎健安智能科技有限公司",2020-11-11,,"Private, ltd by shares"
287,2959112,"360GN LIMITED
360激安代購有限公司",2020-07-09,,"Private, ltd by shares"
288,2918357,365 FITNESS LIMITED,2020-02-25,,"Private, ltd by shares"
289,2993897,"365 Global Trading Limited
365環球貿易有限公司",2020-11-13,,"Private, ltd by shares"
290,2928790,365 INTERNATIONAL SOURCING LIMITED,2020-04-01,,"Private, ltd by shares"
291,2988381,"365 Locksmith & Security Engineering CO. Limited
365開鎖及安防有限公司",2020-10-28,,"Private, ltd by shares"
292,2936621,"365 MARKET LIMITED
365市集有限公司",2020-04-28,,"Private, ltd by shares"
293,2960678,"365G MODELS CONSULTANT LIMITED
365全球智庫有限公司",2020-07-15,,"Private, ltd by shares"
294,2946816,365post Limited,2020-05-29,,"Private, ltd by shares"
295,2922922,"365Solution Limited
365解決方案有限公司",2020-03-12,,"Private, ltd by shares"
296,2996793,"368 Trading Limited
368貿易有限公司",2020-11-24,,
297,2978309,"38 Degrees Group Co., Limited
三十八度集團有限公司",2020-09-17,,"Private, ltd by shares"
298,2964703,38 PARTNERS LIMITED,2020-08-03,,"Private, ltd by shares"
299,2989815,"38 Wine Limited
38葡萄酒進口有限公司",2020-11-02,,"Private, ltd by shares"
300,2961863,38A LIMITED (HK),2020-07-20,,"Private, ltd by shares"
301,2937726,39 LIMITED (b2020-05-03),2020-05-03,,"Private, ltd by shares"
302,3002017,"39F LIMITED
39家具有限公司",2020-12-15,,
303,2989335,"39YINXIN CO., LIMITED
39印信有限公司",2020-10-30,,"Private, ltd by shares"
304,2941962,"3A DECORATION DESIGN ENGINEERING CO., LIMITED
三希裝飾設計工程有限公司",2020-05-15,,"Private, ltd by shares"
